vin,year,model,color,miles,trim,price,interior,features,country,currency,availability,sold_date
5YJYGAEEXMF159365,2021,my,SILVER,16901,Model Y Long Range Dual Motor All-Wheel Drive,77600,PREMIUM_BLACK,Midnight Silver Metallic Paint;20’’ Induction Wheels;All Black Premium Interior;Full Self-Driving Capability;Seven Seat Interior;Tow Hitch;Acceleration Boost;,US,USD,available,8/31/2022
5YJ3E1EB8KF441328,2019,m3,WHITE,42514,Model 3 Long Range All-Wheel Drive Performance,57200,PREMIUM_BLACK,Pearl White Paint;20’’ Performance Wheels;All Black Premium Interior;Full Self-Driving Capability;Performance Upgrade;Carbon Fiber Spoiler;Performance Pedals;Performance Brakes;Front and Rear Heated Seats;,US,USD,sold,8/19/2022
5YJ3E1EC2NF125923,2022,m3,WHITE,4802,Model 3 Performance Dual Motor All-Wheel Drive,70900,PREMIUM_WHITE,Pearl White Paint;20’’ Überturbine Wheels;Black and White Premium Interior;Full Self-Driving Capability;Performance Upgrade;Carbon Fiber Spoiler;Performance Pedals;Performance Brakes;Front and Rear Heated Seats;,US,USD,available,8/19/2022
5YJSA1E61MF434072,2021,ms,GREY,12548,Model S Plaid,113300,BLACK,"Midnight Silver Metallic;21"" Arachnid Wheels;All Black Premium Interior with Ebony Décor;Full Self-Driving Capability;Infotainment Upgrade;",US,USD,sold,8/19/2022
5YJ3E1EB7KF413665,2019,m3,WHITE,16324,Model 3 Long Range All-Wheel Drive Performance,58200,PREMIUM_BLACK,Pearl White Paint;20’’ Performance Wheels;All Black Premium Interior;Full Self-Driving Capability;Performance Upgrade;Carbon Fiber Spoiler;Performance Pedals;Performance Brakes;Front and Rear Heated Seats;,US,USD,available,8/19/2022
5YJ3E1EA8KF337784,2019,m3,BLACK,29915,Model 3 Long Range Rear-Wheel Drive,51500,PREMIUM_BLACK,Solid Black Paint;19’’ Sport Wheels;All Black Premium Interior;Full Self-Driving Capability;Front and Rear Heated Seats;,US,USD,sold,8/19/2022
5YJ3E1EA0MF987793,2021,m3,WHITE,31860,Model 3 Standard Range Plus Rear-Wheel Drive,55200,PREMIUM_BLACK,Pearl White Paint;19’’ Sport Wheels;All Black Partial Premium Interior;Full Self-Driving Capability;Front and Rear Heated Seats;,US,USD,available,8/19/2022
5YJ3E1EB0KF389404,2019,m3,GRAY,45053,Model 3 Long Range All-Wheel Drive,51700,PREMIUM_BLACK,Midnight Silver Metallic Paint;19’’ Sport Wheels;All Black Premium Interior;Full Self-Driving Capability;Acceleration Boost;Front and Rear Heated Seats;,US,USD,sold,8/19/2022
5YJXCDE22JF110672,2018,mx,WHITE,24416,75D All-Wheel Drive,73000,WHITE,"Pearl White Multi-Coat Paint;22"" Onyx Black Wheels;All Black Premium Interior;Full Self-Driving Capability;Smart Air Suspension;Ultra High Fidelity Sound;HEPA Air Filtration System;Subzero Weather Package;Towing Package;Keyless Entry;Power Liftgate;Five Seat Interior;Carbon Fiber Décor;Light Headliner;Infotainment Upgrade;",US,USD,available,8/19/2022
5YJSA1E67MF453838,2021,ms,WHITE,11484,Model S Plaid,121700,BLACK,"Pearl White Multi-Coat;19"" Tempest Wheels;All Black Premium Interior with Carbon Fiber Décor;Full Self-Driving Capability;Infotainment Upgrade;",US,USD,sold,8/19/2022
5YJ3E1EB2KF477788,2019,m3,WHITE,28341,Model 3 Long Range All-Wheel Drive,57000,PREMIUM_BLACK,Pearl White Paint;19’’ Sport Wheels;All Black Premium Interior;Full Self-Driving Capability;Acceleration Boost;Front and Rear Heated Seats;,US,USD,available,8/19/2022
5YJ3E1EA6KF412451,2019,m3,BLACK,86985,Model 3 Standard Range Plus Rear-Wheel Drive,40700,PREMIUM_BLACK,Solid Black Paint;19’’ Sport Wheels;All Black Partial Premium Interior;Full Self-Driving Capability;Front and Rear Heated Seats;,US,USD,sold,8/19/2022
5YJSA1E2XLF370738,2020,ms,GREY,77032,Model S Long Range Plus All-Wheel Drive,75700,BLACK,"Midnight Silver Metallic;19"" Sonic Carbon Slipstream Wheels;All Black Premium Interior with Figured Ash Wood Décor;Full Self-Driving Capability;Glass Roof;Infotainment Upgrade;",US,USD,available,8/19/2022
5YJ3E1EA1KF313813,2019,m3,BLACK,19211,Model 3 Long Range Rear-Wheel Drive,52900,PREMIUM_BLACK,Solid Black Paint;18’’ Aero Wheels;All Black Premium Interior;Full Self-Driving Capability;Front and Rear Heated Seats;,US,USD,sold,8/19/2022
5YJYGDEF8MF211926,2021,my,WHITE,15737,Model Y Performance Dual Motor All-Wheel Drive,72100,PREMIUM_BLACK,Pearl White Paint;21’’ Überturbine Wheels;All Black Premium Interior;Full Self-Driving Capability;Performance Upgrade;Five Seat Interior;Carbon Fiber Spoiler;Performance Pedals;Performance Brakes;,US,USD,available,8/19/2022
5YJ3E1EB5KF392668,2019,m3,BLACK,35481,Model 3 Long Range All-Wheel Drive Performance,56600,PREMIUM_BLACK,Solid Black Paint;20’’ Performance Wheels;All Black Premium Interior;Full Self-Driving Capability;Performance Upgrade;Carbon Fiber Spoiler;Performance Pedals;Performance Brakes;Front and Rear Heated Seats;,US,USD,sold,8/19/2022
5YJYGDEE9MF286030,2021,my,WHITE,7993,Model Y Long Range Dual Motor All-Wheel Drive,71700,PREMIUM_BLACK,Pearl White Paint;20’’ Induction Wheels;All Black Premium Interior;Full Self-Driving Capability;Five Seat Interior;Acceleration Boost;,US,USD,available,8/19/2022
5YJYGDEE9MF271382,2021,my,WHITE,9789,Model Y Long Range Dual Motor All-Wheel Drive,72300,PREMIUM_BLACK,Pearl White Paint;19’’ Gemini Wheels;All Black Premium Interior;Full Self-Driving Capability;Five Seat Interior;Acceleration Boost;,US,USD,sold,8/19/2022
5YJYGDEE0MF062516,2021,my,BLUE,29757,Model Y Long Range All-Wheel Drive,64900,PREMIUM_WHITE,Deep Blue Metallic Paint;19’’ Gemini Wheels;Black and White Premium Interior;Full Self-Driving Capability;Five Seat Interior;Acceleration Boost;,US,USD,available,8/19/2022
5YJYGDEF6MF230670,2021,my,BLUE,11796,Model Y Performance Dual Motor All-Wheel Drive,72900,PREMIUM_BLACK,Deep Blue Metallic Paint;21’’ Überturbine Wheels;All Black Premium Interior;Full Self-Driving Capability;Performance Upgrade;Five Seat Interior;Carbon Fiber Spoiler;Performance Pedals;Performance Brakes;,US,USD,sold,8/19/2022
5YJSA1E22JF278021,2018,ms,BLACK,53125,75D All-Wheel Drive,66900,WHITE,"Obsidian Black Metallic Paint;19"" Sonic Carbon Slipstream Wheels;Black and White Premium Interior;Full Self-Driving Capability;Smart Air Suspension;Glass Roof;Ultra High Fidelity Sound;HEPA Air Filtration System;Subzero Weather Package;Keyless Entry;Power Liftgate;GPS Enabled Homelink;Dark Ash Wood Décor;Dark Headliner;Infotainment Upgrade;",US,USD,available,8/19/2022
5YJSA1E68MF451869,2021,ms,WHITE,2439,Model S Plaid,122100,CREAM,"Pearl White Multi-Coat;21"" Arachnid Wheels;Cream Interior with Carbon Fiber Decor;Full Self-Driving Capability;Infotainment Upgrade;",US,USD,sold,8/19/2022
5YJ3E1EB9KF432332,2019,m3,BLACK,24723,Model 3 Long Range All-Wheel Drive Performance,59300,PREMIUM_BLACK,Solid Black Paint;18’’ Aero Wheels;All Black Premium Interior;Full Self-Driving Capability;Front and Rear Heated Seats;,US,USD,available,8/19/2022
5YJ3E1EAXJF009829,2018,m3,RED,82425,Model 3 Long Range Rear-Wheel Drive,42300,PREMIUM_BLACK,Red Multi-Coat Paint;19’’ Sport Wheels;All Black Premium Interior;Full Self-Driving Capability;Front and Rear Heated Seats;,US,USD,sold,8/19/2022
5YJ3E1EB8JF054891,2018,m3,GRAY,45471,Model 3 Long Range All-Wheel Drive,50700,PREMIUM_BLACK,Midnight Silver Metallic Paint;18’’ Aero Wheels;All Black Premium Interior;Full Self-Driving Capability;Acceleration Boost;Front and Rear Heated Seats;,US,USD,available,8/19/2022
5YJYGDEE7MF074954,2021,my,WHITE,20504,Model Y Long Range All-Wheel Drive,70100,PREMIUM_BLACK,Pearl White Paint;20’’ Induction Wheels;All Black Premium Interior;Full Self-Driving Capability;Five Seat Interior;Acceleration Boost;,US,USD,sold,8/19/2022
5YJ3E1EB2KF528920,2019,m3,BLUE,30899,Model 3 Long Range All-Wheel Drive Performance,57100,PREMIUM_BLACK,Deep Blue Metallic Paint;20’’ Performance Wheels;All Black Premium Interior;Full Self-Driving Capability;Performance Upgrade;Carbon Fiber Spoiler;Performance Pedals;Performance Brakes;Front and Rear Heated Seats;,US,USD,available,8/19/2022
5YJYGAEE4MF201223,2021,my,SILVER,36504,Model Y Long Range Dual Motor All-Wheel Drive,77400,PREMIUM_WHITE,Midnight Silver Metallic Paint;20’’ Induction Wheels;Black and White Premium Interior;Full Self-Driving Capability;Seven Seat Interior;Tow Hitch;Acceleration Boost;,US,USD,sold,8/19/2022
5YJ3E1ECXLF623901,2020,m3,WHITE,30008,Model 3 Long Range All-Wheel Drive Performance,58700,PREMIUM_BLACK,Pearl White Paint;20’’ Gray Performance Wheels;All Black Premium Interior;Full Self-Driving Capability;Performance Upgrade;Carbon Fiber Spoiler;Performance Pedals;Performance Brakes;Front and Rear Heated Seats;,US,USD,available,8/19/2022
5YJ3E1EB4LF646663,2020,m3,RED,5009,Model 3 Long Range All-Wheel Drive,60800,PREMIUM_WHITE,Red Multi-Coat Paint;18’’ Aero Wheels;Black and White Premium Interior;Full Self-Driving Capability;Acceleration Boost;Front and Rear Heated Seats;,US,USD,sold,8/19/2022
5YJ3E1EA8MF054269,2021,m3,GRAY,2608,Standard Range Plus Rear-Wheel Drive,58300,PREMIUM_BLACK,Midnight Silver Metallic Paint;19’’ Sport Wheels;All Black Partial Premium Interior;Full Self-Driving Capability;Front and Rear Heated Seats;,US,USD,available,8/19/2022
5YJ3E1EC0LF791885,2020,m3,WHITE,23768,Model 3 Long Range All-Wheel Drive Performance,59700,PREMIUM_BLACK,Pearl White Paint;20’’ Gray Performance Wheels;All Black Premium Interior;Full Self-Driving Capability;Performance Upgrade;Carbon Fiber Spoiler;Performance Pedals;Performance Brakes;Front and Rear Heated Seats;,US,USD,sold,8/19/2022
5YJ3E1EB0KF487011,2019,m3,WHITE,31932,Model 3 Long Range All-Wheel Drive Performance,55900,PREMIUM_BLACK,Pearl White Paint;20’’ Performance Wheels;All Black Premium Interior;Full Self-Driving Capability;Performance Upgrade;Carbon Fiber Spoiler;Performance Pedals;Performance Brakes;Front and Rear Heated Seats;,US,USD,available,8/19/2022
5YJYGDEF8MF073059,2021,my,WHITE,23856,Model Y Performance Dual Motor All-Wheel Drive,74600,PREMIUM_BLACK,Pearl White Paint;21’’ Überturbine Wheels;All Black Premium Interior;Full Self-Driving Capability;Performance Upgrade;Five Seat Interior;Carbon Fiber Spoiler;Performance Pedals;Performance Brakes;,US,USD,sold,8/19/2022
5YJSA1E28JF258808,2018,ms,GREY,69905,100D Long Range All-Wheel Drive,68200,WHITE,"Midnight Silver Metallic Paint;19"" Silver Slipstream Wheels;White Premium Interior;Full Self-Driving Capability;Smart Air Suspension;Sunroof;Ultra High Fidelity Sound;HEPA Air Filtration System;Subzero Weather Package;Keyless Entry;Power Liftgate;GPS Enabled Homelink;Carbon Fiber Décor;Dark Headliner;Infotainment Upgrade;",US,USD,available,8/19/2022
5YJ3E1EB1KF421566,2019,m3,WHITE,12551,Model 3 Long Range All-Wheel Drive,55300,PREMIUM_WHITE,Pearl White Paint;18’’ Aero Wheels;Black and White Premium Interior;Full Self-Driving Capability;Acceleration Boost;Front and Rear Heated Seats;,US,USD,sold,8/19/2022
5YJXCAE24JF109442,2018,mx,BLACK,35405,75D All-Wheel Drive,77500,BLACK_TEXTILE,"Solid Black Paint;20"" Sonic Carbon Wheels;Black Textile Interior;Full Self-Driving Capability;Smart Air Suspension;Towing Package;Keyless Entry;Power Liftgate;Seven Seat Interior;Dark Ash Wood Décor;Dark Headliner;Infotainment Upgrade;",US,USD,available,8/18/2022
5YJXCAE29LF303449,2020,mx,WHITE,22513,Model X Long Range Plus All-Wheel Drive,110600,WHITE,"Pearl White Multi-Coat;20"" Silver Wheels;Black and White Premium Interior with Dark Ash Wood Décor;Full Self-Driving Capability;Seven Seat Interior;Infotainment Upgrade;",US,USD,sold,8/18/2022
5YJXCAE48KF181831,2019,mx,GREY,20065,Model X Performance All-Wheel Drive,91000,BLACK,"Midnight Silver Metallic;20"" Silver Wheels;All Black Premium Interior with Figured Ash Wood Décor;Full Self-Driving Capability;Seven Seat Interior;Infotainment Upgrade;",US,USD,available,8/18/2022
5YJSA1E24JF292387,2018,ms,BLUE,50064,100D Long Range All-Wheel Drive,69200,BLACK,"Deep Blue Metallic Paint;21"" Sonic Carbon Twin Turbine Wheels;All Black Premium Interior;Full Self-Driving Capability;Smart Air Suspension;Sunroof;Ultra High Fidelity Sound;HEPA Air Filtration System;Subzero Weather Package;Keyless Entry;Power Liftgate;GPS Enabled Homelink;Carbon Fiber Décor;Dark Headliner;Infotainment Upgrade;",US,USD,sold,8/18/2022
5YJYGAEE4MF212433,2021,my,BLUE,31045,Model Y Long Range Dual Motor All-Wheel Drive,75300,PREMIUM_WHITE,Deep Blue Metallic Paint;19’’ Gemini Wheels;Black and White Premium Interior;Full Self-Driving Capability;Seven Seat Interior;Acceleration Boost;,US,USD,available,8/18/2022
5YJSA1E24KF331223,2019,ms,WHITE,30623,Model S Long Range All-Wheel Drive,86900,CREAM,"Pearl White Multi-Coat;21"" Sonic Carbon Twin Turbine Wheels;Cream Premium Interior with Oak Wood Décor;Full Self-Driving Capability;Glass Roof;Infotainment Upgrade;",US,USD,sold,8/18/2022
5YJYGDEEXMF085642,2021,my,BLUE,17985,Model Y Long Range All-Wheel Drive,78200,PREMIUM_BLACK,Deep Blue Metallic Paint;19’’ Gemini Wheels;All Black Premium Interior;Full Self-Driving Capability;Five Seat Interior;Acceleration Boost;,US,USD,available,8/18/2022
5YJ3E1EA6KF398258,2019,m3,BLACK,58128,Model 3 Standard Range Plus Rear-Wheel Drive,44900,PREMIUM_BLACK,Solid Black Paint;18’’ Aero Wheels;All Black Partial Premium Interior;Full Self-Driving Capability;Front and Rear Heated Seats;,US,USD,sold,8/18/2022
5YJ3E1EB6JF145156,2018,m3,BLACK,53318,Model 3 Long Range All-Wheel Drive,50300,PREMIUM_BLACK,Solid Black Paint;19’’ Sport Wheels;All Black Premium Interior;Full Self-Driving Capability;Acceleration Boost;Front and Rear Heated Seats;,US,USD,available,8/18/2022
5YJ3E1EA8KF397287,2019,m3,WHITE,30573,Model 3 Standard Range Plus Rear-Wheel Drive,47500,PREMIUM_BLACK,Pearl White Paint;18’’ Aero Wheels;All Black Partial Premium Interior;Full Self-Driving Capability;Front and Rear Heated Seats;,US,USD,sold,8/18/2022
5YJ3E1EBXKF513792,2019,m3,GRAY,18942,Model 3 Long Range All-Wheel Drive Performance,55000,PREMIUM_BLACK,Midnight Silver Metallic Paint;20’’ Performance Wheels;All Black Premium Interior;Full Self-Driving Capability;Performance Upgrade;Carbon Fiber Spoiler;Performance Pedals;Performance Brakes;Front and Rear Heated Seats;,US,USD,available,8/18/2022
5YJ3E1EA0KF317819,2019,m3,WHITE,12326,Model 3 Standard Range Plus Rear-Wheel Drive,51600,PREMIUM_BLACK,Pearl White Paint;19’’ Sport Wheels;All Black Partial Premium Interior;Full Self-Driving Capability;Front and Rear Heated Seats;,US,USD,sold,8/18/2022
5YJ3E1EB8KF368042,2019,m3,BLUE,37364,Model 3 Long Range All-Wheel Drive Performance,55600,PREMIUM_BLACK,Deep Blue Metallic Paint;20’’ Performance Wheels;All Black Premium Interior;Full Self-Driving Capability;Performance Upgrade;Carbon Fiber Spoiler;Performance Pedals;Performance Brakes;Front and Rear Heated Seats;,US,USD,available,8/18/2022
5YJ3E1EBXKF442352,2019,m3,WHITE,32614,Model 3 Long Range All-Wheel Drive,53000,PREMIUM_BLACK,Pearl White Paint;18’’ Aero Wheels;All Black Premium Interior;Full Self-Driving Capability;Acceleration Boost;Front and Rear Heated Seats;,US,USD,sold,8/18/2022
5YJSA1E66MF431491,2021,ms,GREY,9777,Model S Plaid,116700,CREAM,"Midnight Silver Metallic;21"" Arachnid Wheels;Cream Premium Interior with Walnut Décor;Full Self-Driving Capability;Infotainment Upgrade;",US,USD,available,8/18/2022
5YJ3E1EB3KF365405,2019,m3,GRAY,13440,Model 3 Long Range All-Wheel Drive,54600,PREMIUM_BLACK,Midnight Silver Metallic Paint;19’’ Sport Wheels;All Black Premium Interior;Full Self-Driving Capability;Acceleration Boost;Front and Rear Heated Seats;,US,USD,sold,8/18/2022
5YJ3E1EA2KF417162,2019,m3,GRAY,20812,Model 3 Standard Range Plus Rear-Wheel Drive,49300,PREMIUM_BLACK,Midnight Silver Metallic Paint;19’’ Sport Wheels;All Black Partial Premium Interior;Full Self-Driving Capability;Front and Rear Heated Seats;,US,USD,available,8/18/2022
5YJ3E1EB2KF393048,2019,m3,BLUE,12816,Model 3 Long Range All-Wheel Drive Performance,59400,PREMIUM_BLACK,Deep Blue Metallic Paint;20’’ Performance Wheels;All Black Premium Interior;Full Self-Driving Capability;Performance Upgrade;Carbon Fiber Spoiler;Performance Pedals;Performance Brakes;Front and Rear Heated Seats;,US,USD,sold,8/18/2022
5YJ3E1EA1LF657420,2020,m3,BLACK,36029,Model 3 Standard Range Plus Rear-Wheel Drive,51400,PREMIUM_BLACK,Solid Black Paint;18’’ Aero Wheels;All Black Partial Premium Interior;Full Self-Driving Capability;Front and Rear Heated Seats;,US,USD,available,8/18/2022
5YJ3E1EB1KF419879,2019,m3,BLUE,10827,Model 3 Long Range All-Wheel Drive Performance,60800,PREMIUM_BLACK,Deep Blue Metallic Paint;20’’ Performance Wheels;All Black Premium Interior;Full Self-Driving Capability;Performance Upgrade;Carbon Fiber Spoiler;Performance Pedals;Performance Brakes;Front and Rear Heated Seats;,US,USD,sold,8/18/2022
5YJ3E1EAXKF321876,2019,m3,WHITE,1334,Model 3 Standard Range Plus Rear-Wheel Drive,52900,PREMIUM_BLACK,Pearl White Paint;18’’ Aero Wheels;All Black Partial Premium Interior;Full Self-Driving Capability;Front and Rear Heated Seats;,US,USD,available,8/18/2022
5YJ3E1EB2JF093119,2018,m3,GRAY,22528,Model 3 Long Range All-Wheel Drive,49300,PREMIUM_BLACK,Midnight Silver Metallic Paint;18’’ Aero Wheels;All Black Premium Interior;Full Self-Driving Capability;Acceleration Boost;Front and Rear Heated Seats;,US,USD,sold,8/18/2022
5YJXCDE28LF296110,2020,mx,WHITE,18975,Model X Long Range Plus All-Wheel Drive,107000,WHITE,"Pearl White Multi-Coat;20"" Silver Wheels;Black and White Premium Interior with Dark Ash Wood Décor;Full Self-Driving Capability;Five Seat Interior;Infotainment Upgrade;",US,USD,available,8/18/2022
5YJYGDEE2MF076983,2021,my,WHITE,29518,Model Y Long Range All-Wheel Drive,69900,PREMIUM_BLACK,Pearl White Paint;20’’ Induction Wheels;All Black Premium Interior;Full Self-Driving Capability;Five Seat Interior;Acceleration Boost;,US,USD,sold,8/18/2022
5YJYGDEE5MF199113,2021,my,SILVER,12190,Model Y Long Range Dual Motor All-Wheel Drive,74900,PREMIUM_BLACK,Midnight Silver Metallic Paint;20’’ Induction Wheels;All Black Premium Interior;Full Self-Driving Capability;Five Seat Interior;Acceleration Boost;,US,USD,available,8/18/2022
5YJYGDEE8LF020996,2020,my,SILVER,21178,Model Y Long Range All-Wheel Drive,70600,PREMIUM_WHITE,Midnight Silver Metallic Paint;20’’ Induction Wheels;Black and White Premium Interior;Full Self-Driving Capability;Five Seat Interior;Acceleration Boost;,US,USD,sold,8/18/2022
5YJSA1E66MF441499,2021,ms,RED,21875,Model S Plaid,115100,BLACK,"Red Multi-Coat;21"" Arachnid Wheels;All Black Premium Interior with Ebony Décor;Full Self-Driving Capability;Infotainment Upgrade;",US,USD,available,8/18/2022
5YJSA1E62MF437594,2021,ms,GREY,11286,Model S Plaid,108300,CREAM,"Midnight Silver Metallic;21"" Arachnid Wheels;Cream Interior with Carbon Fiber Decor;Full Self-Driving Capability;Infotainment Upgrade;",US,USD,sold,8/18/2022
5YJXCBE24HF071209,2017,mx,WHITE,48470,100D Long Range All-Wheel Drive,79800,CREAM,"Pearl White Multi-Coat Paint;20"" Silver Wheels;Cream Premium Interior;Full Self-Driving Capability;Smart Air Suspension;Ultra High Fidelity Sound;HEPA Air Filtration System;Subzero Weather Package;Keyless Entry;Power Liftgate;Six Seat Interior;Figured Ash Wood Décor;Light Headliner;",US,USD,available,8/18/2022
5YJYGDEE9MF066127,2021,my,BLUE,10852,Model Y Long Range All-Wheel Drive,71900,PREMIUM_WHITE,Deep Blue Metallic Paint;20’’ Induction Wheels;Black and White Premium Interior;Full Self-Driving Capability;Five Seat Interior;Acceleration Boost;,US,USD,sold,8/18/2022
5YJXCBE43GF017884,2016,mx,BLACK,40418,100D Ludicrous Performance All-Wheel Drive,81400,BLACK,"Obsidian Black Metallic Paint;22"" Onyx Black Wheels;Black Leather Seats;Full Self-Driving Capability;Smart Air Suspension;Ultra High Fidelity Sound;HEPA Air Filtration System;Keyless Entry;Power Liftgate;Red Brake Calipers;Six Seat Interior;Carbon Fiber Décor;Light Headliner;",US,USD,available,8/18/2022
5YJSA1E26JF297106,2018,ms,WHITE,62894,75D All-Wheel Drive,72100,WHITE,"Pearl White Multi-Coat Paint;19"" Sonic Carbon Slipstream Wheels;Black and White Premium Interior;Full Self-Driving Capability;Smart Air Suspension;Glass Roof;Ultra High Fidelity Sound;HEPA Air Filtration System;Subzero Weather Package;Keyless Entry;Power Liftgate;GPS Enabled Homelink;Dark Ash Wood Décor;Dark Headliner;Infotainment Upgrade;",US,USD,sold,8/18/2022
5YJYGDEF8MF252928,2021,my,WHITE,15021,Model Y Performance Dual Motor All-Wheel Drive,71600,PREMIUM_BLACK,Pearl White Paint;21’’ Überturbine Wheels;All Black Premium Interior;Full Self-Driving Capability;Performance Upgrade;Five Seat Interior;Tow Hitch;Carbon Fiber Spoiler;Performance Pedals;Performance Brakes;,US,USD,available,8/18/2022
5YJSA1E43JF239715,2018,ms,RED,30701,100D Ludicrous Performance All-Wheel Drive,81300,BLACK,"Red Multi-Coat Paint;21"" Sonic Carbon Twin Turbine Wheels;Black Premium Interior;Full Self-Driving Capability;Smart Air Suspension;Sunroof;Ultra High Fidelity Sound;HEPA Air Filtration System;Subzero Weather Package;Keyless Entry;Power Liftgate;Red Brake Calipers;GPS Enabled Homelink;Carbon Fiber Décor;Dark Headliner;Infotainment Upgrade;",US,USD,sold,8/18/2022
5YJSA1E42HF187391,2017,ms,BLUE,16413,100D Ludicrous Performance All-Wheel Drive,78800,BLACK,"Deep Blue Metallic Paint;21"" Grey Turbine Wheels;Black Leather Tesla Premium Seats;Full Self-Driving Capability;Carbon Fiber Spoiler;Smart Air Suspension;Glass Roof;Ultra High Fidelity Sound;HEPA Air Filtration System;Subzero Weather Package;Keyless Entry;Rear Facing Seats;Power Liftgate;Red Brake Calipers;GPS Enabled Homelink;Figured Ash Wood Décor;Integrated Center Console;Black Headliner;Infotainment Upgrade;",US,USD,available,8/18/2022
5YJ3E1EB0MF049544,2021,m3,WHITE,20284,Model 3 Long Range All-Wheel Drive,65200,PREMIUM_BLACK,Pearl White Paint;18’’ Aero Wheels;All Black Premium Interior;Full Self-Driving Capability;Acceleration Boost;Front and Rear Heated Seats;,US,USD,sold,8/18/2022
5YJXCAE29JF122011,2018,mx,BLACK,42760,100D Long Range All-Wheel Drive,87500,BLACK,"Solid Black Paint;20"" Silver Wheels;All Black Premium Interior;Full Self-Driving Capability;Smart Air Suspension;Ultra High Fidelity Sound;HEPA Air Filtration System;Subzero Weather Package;Towing Package;Keyless Entry;Power Liftgate;Seven Seat Interior;Carbon Fiber Décor;Dark Headliner;Infotainment Upgrade;",US,USD,available,8/18/2022
5YJXCDE21HF077559,2017,mx,RED,64715,100D Long Range All-Wheel Drive,77700,BLACK_TEXTILE,"Red Multi-Coat Paint;20"" Silver Wheels;Black Textile Interior;Full Self-Driving Capability;Smart Air Suspension;Ultra High Fidelity Sound;HEPA Air Filtration System;Subzero Weather Package;Towing Package;Keyless Entry;Power Liftgate;Five Seat Interior;Dark Ash Wood Décor;Dark Headliner;",US,USD,sold,8/18/2022
5YJ3E1EA6KF424504,2019,m3,BLACK,28956,Model 3 Standard Range Plus Rear-Wheel Drive,49500,PREMIUM_BLACK,Solid Black Paint;18’’ Aero Wheels;All Black Partial Premium Interior;Full Self-Driving Capability;Front and Rear Heated Seats;,US,USD,available,8/18/2022
5YJXCDE23LF304095,2020,mx,WHITE,13410,Model X Long Range Plus All-Wheel Drive,104200,BLACK,"Pearl White Multi-Coat;20"" Silver Wheels;All Black Premium Interior with Figured Ash Wood Décor;Full Self-Driving Capability;Five Seat Interior;Infotainment Upgrade;",US,USD,sold,8/18/2022
5YJ3E1EA3KF416960,2019,m3,BLACK,41672,Model 3 Standard Range Plus Rear-Wheel Drive,46700,PREMIUM_BLACK,Solid Black Paint;19’’ Sport Wheels;All Black Partial Premium Interior;Full Self-Driving Capability;Front and Rear Heated Seats;,US,USD,available,8/18/2022
5YJXCBE49MF310166,2021,mx,BLACK,22298,Model X Performance All-Wheel Drive,118100,WHITE,"Solid Black;20"" Silver Wheels;Black and White Premium Interior with Carbon Fiber Décor;Full Self-Driving Capability;Ludicrous Mode;Six Seat Interior;Infotainment Upgrade;",US,USD,sold,8/18/2022
5YJ3E1EAXJF019390,2018,m3,BLUE,46260,Model 3 Long Range Rear-Wheel Drive,47000,PREMIUM_BLACK,Deep Blue Metallic Paint;18’’ Aero Wheels;All Black Premium Interior;Full Self-Driving Capability;Front and Rear Heated Seats;,US,USD,available,8/18/2022
5YJSA1E20JF243266,2018,ms,BLUE,31625,100D Long Range All-Wheel Drive,73100,CREAM,"Deep Blue Metallic Paint;19"" Silver Slipstream Wheels;Cream Premium Interior;Full Self-Driving Capability;Smart Air Suspension;Glass Roof;Keyless Entry;Power Liftgate;GPS Enabled Homelink;Figured Ash Wood Décor;Light Headliner;Infotainment Upgrade;",US,USD,sold,8/18/2022
5YJ3E1EA2LF590911,2020,m3,WHITE,16677,Model 3 Standard Range Plus Rear-Wheel Drive,50800,PREMIUM_BLACK,Pearl White Paint;19’’ Sport Wheels;All Black Partial Premium Interior;Full Self-Driving Capability;Front and Rear Heated Seats;,US,USD,available,8/18/2022
5YJ3E1EA6KF402275,2019,m3,BLUE,38142,Model 3 Standard Range Plus Rear-Wheel Drive,47800,PREMIUM_BLACK,Deep Blue Metallic Paint;19’’ Sport Wheels;All Black Partial Premium Interior;Full Self-Driving Capability;Front and Rear Heated Seats;,US,USD,sold,8/18/2022
5YJ3E1EB5NF169986,2022,m3,BLUE,4439,Model 3 Long Range Dual Motor All-Wheel Drive,73100,PREMIUM_WHITE,Deep Blue Metallic Paint;18’’ Aero Wheels;Black and White Premium Interior;Full Self-Driving Capability;Acceleration Boost;Front and Rear Heated Seats;,US,USD,available,8/18/2022
5YJYGDEE1LF025571,2020,my,WHITE,34130,Model Y Long Range All-Wheel Drive,68800,PREMIUM_WHITE,Pearl White Paint;20’’ Induction Wheels;Black and White Premium Interior;Full Self-Driving Capability;Five Seat Interior;Acceleration Boost;,US,USD,sold,8/18/2022
5YJYGDEE1MF122559,2021,my,SILVER,22379,Model Y Long Range All-Wheel Drive,69200,PREMIUM_BLACK,Midnight Silver Metallic Paint;20’’ Induction Wheels;All Black Premium Interior;Full Self-Driving Capability;Five Seat Interior;Acceleration Boost;,US,USD,available,8/18/2022
